words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
war,noun,1,1,Undesirable,5,2,2
inclination,noun,1,1,Desirable,5,1,2
zixu,noun,1,1,Blameworthy,5,2,2
undershot,nw,1,1,Blameworthy,5,2,2
bc,nw,1,1,Blameworthy,5,2,2
lm,nw,1,1,Blameworthy,5,2,2
sb,nw,1,1,Blameworthy,5,2,2
yun,nw,1,1,Undesirable,5,0,1
so dizzy,nw,1,1,Undesirable,5,0,1
time consuming,prep,1,1,Undesirable,5,2,2
ba feng'er,verb,1,1,Praiseworthy,5,1,2
observe,verb,1,1,Praiseworthy,5,1,2
brilliance,verb,1,1,Praiseworthy,5,1,2
tingting,verb,1,1,Praiseworthy,5,1,2
unpack,verb,1,1,Praiseworthy,5,1,2
abandon,verb,1,1,Blameworthy,5,2,2
poaching,verb,1,1,Blameworthy,5,2,2
monopolize,verb,1,1,Blameworthy,5,2,2
ugly slander,verb,1,1,Blameworthy,5,2,2
oppress,verb,1,1,Blameworthy,5,2,2
surrender,verb,1,1,Undesirable,5,2,2
grind,verb,1,1,Undesirable,5,2,2
please,verb,1,1,Praiseworthy,5,1,2
work around,verb,1,1,Praiseworthy,5,0,1
bingyao,verb,1,1,Praiseworthy,5,1,2
longer than,verb,1,1,Praiseworthy,5,1,2
adult,verb,1,1,Blameworthy,5,2,2
jealous,verb,1,1,Undesirable,5,0,1
chuiqiu,verb,1,1,Blameworthy,5,2,2
prayer,verb,1,1,Confirmed,5,0,1
popular,verb,1,1,Praiseworthy,5,1,2
transfer,verb,1,1,Blameworthy,5,2,2
too much,verb,1,1,Blameworthy,5,2,2
gathering,verb,1,1,Desirable,5,1,2
squander,verb,1,1,Blameworthy,5,2,2
have both,verb,1,1,Praiseworthy,5,1,2
construction,verb,1,1,Praiseworthy,5,1,2
absolute fall,verb,1,1,Desirable,5,0,1
longing,verb,1,1,Undesirable,5,0,1
take someone,verb,1,1,Blameworthy,5,2,2
make trouble,verb,1,1,Blameworthy,5,2,2
ningxiao,verb,1,1,Blameworthy,5,2,2
spray rice,verb,1,1,Desirable,5,0,1
take seriously,verb,1,1,Desirable,5,1,2
chicanery,verb,1,1,Blameworthy,5,2,2
flashing,verb,1,1,Praiseworthy,5,1,2
injury,verb,1,1,Blameworthy,5,2,2
extravagant hope,verb,1,1,Undesirable,5,0,1
chuckle,verb,1,1,Desirable,5,0,1
deceived,verb,1,1,Undesirable,5,2,2
prevaricate,verb,1,1,Blameworthy,5,2,2
body thoughts,verb,1,1,Praiseworthy,5,1,2
drag on,verb,1,1,Blameworthy,5,2,2
disobedience,verb,1,1,Blameworthy,5,2,2
misunderstanding,verb,1,1,Blameworthy,5,2,2
trapped,verb,1,1,Undesirable,5,2,2
xiang yu,verb,1,1,Undesirable,5,0,1
overflowing,verb,1,1,Desirable,5,1,2
level,verb,1,1,Blameworthy,5,2,2
assume,verb,1,1,Blameworthy,5,2,2
hide,verb,1,1,Blameworthy,5,2,2
in distress,verb,1,1,Undesirable,5,2,2
approval,verb,1,1,Praiseworthy,5,1,2
scholarship,verb,1,1,Praiseworthy,5,1,2
loyal to,verb,1,1,Praiseworthy,5,1,2
grab braids,verb,1,1,Blameworthy,5,2,2
garlic,verb,1,1,Blameworthy,5,2,2
self made,verb,1,1,Undesirable,5,0,1
self-professional,verb,1,1,Blameworthy,5,2,2
cleverness,adj,1,1,Praiseworthy,7,1,2
finely carved,adj,1,1,Praiseworthy,7,1,2
turbid,adj,1,1,Blameworthy,7,2,2
lascivious,adj,1,1,Blameworthy,7,2,2
tragic,adj,1,1,Undesirable,7,0,1
unfair,adj,1,1,Blameworthy,7,2,2
dishonorable,adj,1,1,Blameworthy,7,2,2
well done,adj,1,1,Praiseworthy,7,1,2
hurried,adj,1,1,Undesirable,7,0,1
intestinal irritation,adj,1,1,Praiseworthy,7,1,2
jingxian,adj,1,1,Praiseworthy,7,1,2
lelehehe,adj,1,1,Desirable,7,0,1
discrete,adj,1,1,Undesirable,7,0,1
pretty tough,adj,1,1,Blameworthy,7,2,2
extraordinary bearing,adj,1,1,Praiseworthy,7,1,2
absolutely true,adj,1,1,Confirmed,7,0,1
breeze sleeves,adj,1,1,Praiseworthy,7,1,2
endless affection,adj,1,1,Desirable,7,1,2
sassy,adj,1,1,Praiseworthy,7,1,2
extremely urgent,adj,1,1,Undesirable,7,0,1
no action,adj,1,1,Blameworthy,7,2,2
insignificant,adj,1,1,Blameworthy,7,2,2
courageous strategy,adj,1,1,Blameworthy,7,2,2
friendly,adj,1,1,Desirable,7,1,2
foolishness,adj,1,1,Blameworthy,7,2,2
asphyxia,adj,1,1,Undesirable,7,0,1
zhong lingyuxiu,adj,1,1,Praiseworthy,7,1,2
self-improvement,adj,1,1,Praiseworthy,7,1,2
panacea,idiom,1,1,Praiseworthy,7,1,2
groveling,idiom,1,1,Blameworthy,7,2,2
extravagant behavior,idiom,1,1,Blameworthy,7,2,2
disbelief,idiom,1,1,Blameworthy,7,2,2
self-inflicted,idiom,1,1,Blameworthy,7,2,2
killing yingye,idiom,1,1,Blameworthy,7,2,2
beyond recognition,idiom,1,1,Undesirable,7,2,2
unpredictable people,idiom,1,1,Blameworthy,7,2,2
oppressive rule,idiom,1,1,Blameworthy,7,2,2
obey orders,idiom,1,1,Blameworthy,7,2,2
absolutely unfavorable,idiom,1,1,Praiseworthy,7,1,2
severe drought,idiom,1,1,Desirable,7,0,1
great victory,idiom,1,1,Desirable,7,1,2
mr. taoism,idiom,1,1,Blameworthy,7,2,2
pillar material,idiom,1,1,Praiseworthy,7,1,2
intrigue,idiom,1,1,Blameworthy,7,2,2
empty bag,idiom,1,1,Undesirable,7,2,2
rejuvenated,idiom,1,1,Desirable,7,1,2
suave talent,idiom,1,1,Praiseworthy,7,1,2
outlaw,idiom,1,1,Blameworthy,7,2,2
pentateuch tube,idiom,1,1,Praiseworthy,7,1,2
blockbuster,idiom,1,1,Praiseworthy,7,1,2
tampering,idiom,1,1,Blameworthy,7,2,2
jiaoer,noun,1,1,Desirable,7,1,2
guangsha,noun,1,1,Praiseworthy,7,1,2
poisonous conspiracy,noun,1,1,Blameworthy,7,2,2
silverfish,noun,1,1,Blameworthy,7,2,2
great purpose,noun,1,1,Praiseworthy,7,1,2
national hero,noun,1,1,Praiseworthy,7,1,2
baby bump,noun,1,1,Desirable,7,1,2
treasure box,noun,1,1,Praiseworthy,7,1,2
talented woman,noun,1,1,Praiseworthy,7,1,2
gao feng,noun,1,1,Praiseworthy,7,1,2
bullshit,noun,1,1,Blameworthy,7,2,2
crystallization,noun,1,1,Praiseworthy,7,1,2
spirituality,noun,1,1,Praiseworthy,7,1,2
trap,noun,1,1,Blameworthy,7,2,2
top grade,noun,1,1,Praiseworthy,7,1,2
beast,noun,1,1,Blameworthy,7,2,2
evil intention,noun,1,1,Blameworthy,7,2,2
lackey,noun,1,1,Blameworthy,7,2,2
zaizi,noun,1,1,Blameworthy,7,2,2
heartfelt,noun,1,1,Desirable,7,1,2
penetrating view,noun,1,1,Praiseworthy,7,1,2
barefoot,noun,1,1,Praiseworthy,7,1,2
face,noun,1,1,Blameworthy,7,2,2
n.b.,nw,1,1,Praiseworthy,7,1,2
cow b,nw,1,1,Praiseworthy,7,1,2
lol,nw,1,1,Desirable,7,1,2
sm,nw,1,1,Blameworthy,7,2,2
silly b,nw,1,1,Blameworthy,7,2,2
extremely sacred,prep,1,1,Praiseworthy,7,1,2
uncivilized,prep,1,1,Blameworthy,7,2,2
huddle,verb,1,1,Blameworthy,7,2,2
offend again,verb,1,1,Blameworthy,7,2,2
flattering,verb,1,1,Blameworthy,7,2,2
treason,verb,1,1,Blameworthy,7,2,2
blasphemy,verb,1,1,Blameworthy,7,2,2
attached inverse,verb,1,1,Blameworthy,7,2,2
revile,verb,1,1,Blameworthy,7,2,2
infatuated,verb,1,1,Desirable,7,0,1
yearning,verb,1,1,Desirable,7,0,1
tongue,verb,1,1,Blameworthy,7,2,2
commend,verb,1,1,Praiseworthy,7,1,2
mix,verb,1,1,Blameworthy,7,2,2
incisor,verb,1,1,Blameworthy,7,0,1
admiration,verb,1,1,Praiseworthy,7,1,2
pour,verb,1,1,Praiseworthy,7,1,2
in awe,verb,1,1,Praiseworthy,7,1,2
false claim,verb,1,1,Blameworthy,7,2,2
hijack,verb,1,1,Blameworthy,7,2,2
convince,verb,1,1,Confirmed,7,1,2
spewing blood,verb,1,1,Blameworthy,7,2,2
unjust death,verb,1,1,Undesirable,7,2,2
collection,verb,1,1,Desirable,7,1,2
criticism,verb,1,1,Praiseworthy,7,1,2
execute,verb,1,1,Blameworthy,7,2,2
uneducated,adj,1,1,Blameworthy,9,2,2
meercephalus,adj,1,1,Blameworthy,9,2,2
huizhilanxin,adj,1,1,Praiseworthy,9,1,2
endless aftertaste,adj,1,1,Desirable,9,1,2
dramatize,adj,1,1,Blameworthy,9,2,2
guangyan,adj,1,1,Desirable,9,1,2
transcendental,adj,1,1,Praiseworthy,9,1,2
broken intestines,adj,1,1,Undesirable,9,0,1
thunderous cheers,adj,1,1,Desirable,9,1,2
wildly,adj,1,1,Blameworthy,9,2,2
insensitive,adj,1,1,Blameworthy,9,2,2
no eloquence,adj,1,1,Blameworthy,9,2,2
five stars,adj,1,1,Praiseworthy,9,1,2
sharp vision,adj,1,1,Praiseworthy,9,1,2
energetic,adj,1,1,Praiseworthy,9,1,2
striking,idiom,1,1,Praiseworthy,9,1,2
commit suicide,idiom,1,1,Undesirable,9,0,1
charming eyes,idiom,1,1,Blameworthy,9,2,2
bodhisattva,idiom,1,1,Praiseworthy,9,1,2
profound meaning,idiom,1,1,Praiseworthy,9,1,2
futile effort,idiom,1,1,Blameworthy,9,2,2
wenwenjingjing,idiom,1,1,Praiseworthy,9,1,2
wholeheartedly,idiom,1,1,Praiseworthy,9,1,2
frenzied,idiom,1,1,Blameworthy,9,2,2
completely annihilated,idiom,1,1,Undesirable,9,2,2
creepy,idiom,1,1,Undesirable,9,2,2
must win,idiom,1,1,Confirmed,9,1,2
incredible,idiom,1,1,Undesirable,9,1,2
late bloomer,idiom,1,1,Praiseworthy,9,1,2
kind parents,idiom,1,1,Praiseworthy,9,1,2
flooding,idiom,1,1,Blameworthy,9,2,2
intestinal rupture,idiom,1,1,Undesirable,9,2,2
jingtianweidi,idiom,1,1,Praiseworthy,9,1,2
terrified,idiom,1,1,Undesirable,9,0,1
skeletal muscle,idiom,1,1,Undesirable,9,0,1
ferocious appearance,idiom,1,1,Blameworthy,9,2,2
extremely vicious,idiom,1,1,Blameworthy,9,2,2
corpses everywhere,idiom,1,1,Undesirable,9,2,2
iron-clad,idiom,1,1,Praiseworthy,9,1,2
foolproof,idiom,1,1,Praiseworthy,9,1,2
incomparable,idiom,1,1,Praiseworthy,9,1,2
outstanding talent,idiom,1,1,Praiseworthy,9,1,2
well-founded,idiom,1,1,Praiseworthy,9,1,2
scalable,idiom,1,1,Praiseworthy,9,1,2
xingshixiaoyi,idiom,1,1,Praiseworthy,9,1,2
really true,idiom,1,1,Praiseworthy,9,1,2
self-destruction,idiom,1,1,Blameworthy,9,2,2
gao xing,noun,1,1,Praiseworthy,9,1,2
douchebag,noun,1,1,Blameworthy,9,2,2
masterpiece,noun,1,1,Praiseworthy,9,1,2
jieshu,noun,1,1,Desirable,9,1,2
cage,noun,1,1,Blameworthy,9,2,2
tasty,prep,1,1,Praiseworthy,9,1,2
insincerity,prep,1,1,Blameworthy,9,2,2
no evidence,prep,1,1,Blameworthy,9,2,2
pain,verb,1,1,Undesirable,9,0,1
commendation,verb,1,1,Praiseworthy,9,1,2
chang'e,noun,1,1,Praiseworthy,1,1,2
trophy,noun,1,1,Praiseworthy,3,1,2
delicate fragrance,noun,1,1,Praiseworthy,1,1,2
biwingbird,noun,1,1,Praiseworthy,1,1,2
big banquet,noun,1,1,Praiseworthy,1,1,2
du yue,verb,1,1,Praiseworthy,1,1,2
no problem,idiom,1,1,Praiseworthy,1,1,2
no adulteration,idiom,1,1,Praiseworthy,1,1,2
glossy,adj,1,1,Praiseworthy,1,1,2
excitation,verb,1,1,Desirable,1,1,2
kind invitation,idiom,1,1,Blameworthy,1,0,1
small,adj,1,1,Blameworthy,1,2,2
shining bright,adj,1,1,Praiseworthy,1,1,2
tight barriers,idiom,1,1,Undesirable,1,0,1
potholes,idiom,1,1,Blameworthy,1,2,2
helper,noun,1,1,Praiseworthy,1,1,2
greedy cat,noun,1,1,Blameworthy,1,2,2
high efficiency,prep,1,1,Praiseworthy,1,1,2
show,verb,1,1,Praiseworthy,1,1,2
green onion,adj,1,1,Praiseworthy,3,1,2
democracy,adj,1,1,Praiseworthy,3,1,2
mingda,adj,1,1,Praiseworthy,3,1,2
attractive,idiom,1,1,Praiseworthy,3,1,2
condescending,idiom,1,1,Praiseworthy,3,1,2
spiritual wandering,idiom,1,1,Undesirable,3,0,1
kong ximotu,idiom,1,1,Blameworthy,3,2,2
linjiaofengju,idiom,1,1,Blameworthy,3,2,2
all inclusive,idiom,1,1,Praiseworthy,3,0,1
bribetaker,noun,1,1,Blameworthy,7,2,2
rely on,verb,1,1,Blameworthy,5,2,2
politician,noun,1,1,Blameworthy,3,2,2
paper tiger,noun,1,1,Blameworthy,5,2,2
qingping,adj,1,1,Praiseworthy,5,0,1
seimei,adj,1,1,Praiseworthy,5,1,2
nectar,adj,1,1,Praiseworthy,5,1,2
qunfang,adj,1,1,Praiseworthy,7,1,2
silky,adj,1,1,Praiseworthy,5,1,2
confucian businessman,noun,1,1,Praiseworthy,5,1,2
supernatural power,adj,1,1,Praiseworthy,5,1,2
su qi,adj,1,1,Praiseworthy,1,1,2
demonic,adj,1,1,Blameworthy,5,2,2
slay,verb,1,1,Blameworthy,7,2,2
turbid current,noun,1,1,Blameworthy,5,2,2
sinner,noun,1,1,Blameworthy,7,2,2
mischief,verb,1,1,Blameworthy,5,2,2
generalist,noun,1,1,Praiseworthy,5,1,2
wanmei,adj,1,1,Praiseworthy,3,1,2
literary talent,adj,1,1,Praiseworthy,5,1,2
fertile fields,adj,1,1,Praiseworthy,5,1,2
xiaguang,adj,1,1,Praiseworthy,5,1,2
fresh spirit,adj,1,1,Desirable,5,1,2
ji chu,adj,1,1,Praiseworthy,5,1,2
xuanhuo,adj,1,1,Praiseworthy,5,1,2
xunshun,adj,1,1,Praiseworthy,5,1,2
yiqun,adj,1,1,Praiseworthy,7,1,2
illustrious name,noun,1,1,Praiseworthy,5,1,2
yingwu,adj,1,1,Praiseworthy,5,1,2
well-organized,adj,1,1,Praiseworthy,5,1,2
homeschooling,noun,1,1,Praiseworthy,5,1,2
fine wine,noun,1,1,Praiseworthy,9,1,2
jian jin,adj,1,1,Praiseworthy,9,1,2
jiaohui,verb,1,1,Praiseworthy,7,1,2
colorful decoration,verb,1,1,Desirable,7,1,2
jieyin,noun,1,1,Desirable,9,1,2
jingui,adj,1,1,Praiseworthy,3,1,2
zhenfa,adj,1,1,Desirable,5,1,2
to nature,noun,1,1,Praiseworthy,5,1,2
heartfelt emotion,noun,1,1,Desirable,7,1,2
zhuoli,adj,1,1,Praiseworthy,5,1,2
freely,adj,1,1,Praiseworthy,5,1,2
foot color,adj,1,1,Praiseworthy,5,1,2
left wing,noun,1,1,Praiseworthy,3,1,2
alcohol,adj,1,1,Praiseworthy,7,1,2
scribe,noun,1,1,Praiseworthy,5,1,2
meditate,adj,1,1,Desirable,3,1,2
luo liluojiao,adj,1,1,Blameworthy,5,2,2
idiotic,adj,1,1,Blameworthy,5,2,2
pessimistically,adj,1,1,Undesirable,3,2,2
sympathetic,adj,1,1,Praiseworthy,9,1,2
not successful,adj,1,1,Blameworthy,5,2,2
open-minded,idiom,1,1,Praiseworthy,9,1,2
unimaginable,idiom,1,1,Undesirable,7,2,2
short-sightedness,idiom,1,1,Blameworthy,9,2,2
death,adj,1,1,Blameworthy,9,2,2
acid carving,adj,1,1,Blameworthy,9,2,2
in vain,adj,1,1,Blameworthy,9,2,2
not good-looking,idiom,1,1,Blameworthy,7,2,2
irrelevant,idiom,1,1,Blameworthy,3,2,2
money-obsessed,idiom,1,1,Blameworthy,9,2,2
black pressure,prep,1,1,Blameworthy,9,2,2
dramatic,adj,1,1,Blameworthy,9,2,2
long speech,idiom,1,1,Blameworthy,5,0,1
lavish spending,idiom,1,1,Praiseworthy,3,0,1
evil evil,adj,1,1,Blameworthy,7,2,2
alone,adj,1,1,Undesirable,7,0,1
gleaming tiles,idiom,1,1,Praiseworthy,3,1,2
unconscious,adj,1,1,Blameworthy,9,2,2
dumbfounded,verb,1,1,Blameworthy,3,2,2
grudge,adj,1,1,Blameworthy,7,2,2
suspense,adj,1,1,Undesirable,3,0,1
return gift,verb,1,1,Praiseworthy,3,0,1
best wishes,verb,1,1,Praiseworthy,5,0,1
leyouyou,adj,1,1,Desirable,7,0,1
worship,verb,1,1,Praiseworthy,9,0,1
pannian,verb,1,1,Undesirable,3,0,1
soft spot,idiom,1,1,Desirable,7,0,1
very pleased,idiom,1,1,Desirable,7,0,1
court,verb,1,1,Desirable,3,0,1
plan,verb,1,1,Undesirable,3,0,1
perseveringly,adj,1,1,Praiseworthy,7,1,2
little knowledge,adj,1,1,Blameworthy,9,2,2
lala miscellaneous,idiom,1,1,Blameworthy,3,2,2
drill,adj,1,1,Praiseworthy,1,1,2
disorderly,adj,1,1,Blameworthy,7,2,2
manzhou,adj,1,1,Blameworthy,5,2,2
seemingly powerful,idiom,1,1,Blameworthy,3,2,2
uneducated,prep,1,1,Blameworthy,7,2,2
no brain,idiom,1,1,Blameworthy,5,2,2
dusk,idiom,1,1,Undesirable,5,0,1
posturing,idiom,1,1,Blameworthy,7,2,2
cause disgust,adj,1,1,Blameworthy,9,2,2
serious,adj,1,1,Praiseworthy,9,1,2
single-minded,adj,1,1,Praiseworthy,9,1,2
intolerance,adj,1,1,Blameworthy,5,2,2
pleated,verb,1,1,Undesirable,3,0,1
defective,adj,1,1,Blameworthy,7,2,2
timidly,adj,1,1,Undesirable,5,0,1
extremely poor,idiom,1,1,Blameworthy,9,2,2
jagged teeth,idiom,1,1,Blameworthy,7,2,2
crowded,idiom,1,1,Undesirable,1,0,1
dull,prep,1,1,Blameworthy,9,2,2
beautiful scenery,adj,1,1,Praiseworthy,9,0,1
high-tech,adj,1,1,Praiseworthy,3,1,2
mesmerizing,idiom,1,1,Desirable,1,1,2
without fear,idiom,1,1,Praiseworthy,3,1,2
combined appetite,prep,1,1,Desirable,7,1,2
huge momentum,idiom,1,1,Praiseworthy,5,0,1
the best,adj,1,1,Praiseworthy,9,1,2
fashionable,adj,1,1,Praiseworthy,7,1,2
behave generously,idiom,1,1,Praiseworthy,3,1,2
indeed,idiom,1,1,Confirmed,7,0,1
credible,adj,1,1,Confirmed,3,1,2
sincere love,idiom,1,1,Praiseworthy,7,1,2
deathly,adj,1,1,Blameworthy,9,2,2
savage,prep,1,1,Blameworthy,9,2,2
historic,noun,1,1,Praiseworthy,3,1,2
toxic,prep,1,1,Undesirable,9,2,2
have personality,prep,1,1,Praiseworthy,9,1,2
spoken fluently,idiom,1,1,Praiseworthy,9,1,2
tie zhengzheng,prep,1,1,Praiseworthy,9,1,2
be timid,idiom,1,1,Blameworthy,9,2,2
commendable,idiom,1,1,Praiseworthy,5,1,2
independent,idiom,1,1,Praiseworthy,9,1,2
reinforcement,idiom,1,1,Praiseworthy,9,1,2
support tai'a,idiom,1,1,Blameworthy,9,2,2
three-point tripod,idiom,1,1,Blameworthy,9,2,2
strange fragrance,noun,1,1,Praiseworthy,1,1,2
carnival,verb,1,1,Desirable,9,1,2
dancing,verb,1,1,Desirable,9,1,2
jubilant,adj,1,1,Desirable,5,1,2
triumph,verb,1,1,Desirable,5,1,2
would rather,verb,1,1,Desirable,3,0,1
unspeakable joy,adj,1,1,Desirable,7,1,2
deeply moved,adj,1,1,Desirable,3,1,2
flattered,idiom,1,1,Desirable,5,1,2
gigbling,noun,1,1,Desirable,5,1,2
smile,verb,1,1,Desirable,5,0,1
appreciation,verb,1,1,Desirable,3,1,2
revel,verb,1,1,Desirable,7,0,1
obsessed,idiom,1,1,Blameworthy,7,2,2
idol,noun,1,1,Desirable,9,0,1
fascinating,adj,1,1,Desirable,5,1,2
never leave,idiom,1,1,Desirable,5,1,2
like brothers,idiom,1,1,Desirable,7,1,2
immediate emotion,idiom,1,1,Undesirable,1,0,1
watery,adj,1,1,Praiseworthy,3,1,2
life root,noun,1,1,Desirable,7,1,2
fair-skinned,adj,1,1,Praiseworthy,3,1,2
bicheng,adj,1,1,Praiseworthy,1,1,2
sing praises,verb,1,1,Praiseworthy,7,1,2
reverence,verb,1,1,Praiseworthy,9,1,2
oral,adj,1,1,Praiseworthy,1,1,2
obey,verb,1,1,Praiseworthy,3,0,1
samsung gaozhao,idiom,1,1,Desirable,3,1,2
war,noun,1,1,Undesirable,7,0,1
take leave,verb,1,1,Praiseworthy,5,1,2
acknowledge,verb,1,1,Praiseworthy,5,1,2
well-deserved,adj,1,1,Desirable,3,0,1
feel nostalgic,verb,1,1,Undesirable,7,0,1
patriotic,adj,1,1,Praiseworthy,7,1,2
determined,verb,1,1,Desirable,5,1,2
drastic action,idiom,1,1,Praiseworthy,5,1,2
unbreakable,adj,1,1,Praiseworthy,5,1,2
demeanor,noun,1,1,Praiseworthy,5,1,2
unbreakable,adj,1,1,Praiseworthy,5,1,2
immediate success,idiom,1,1,Desirable,7,1,2
slim,adj,1,1,Praiseworthy,5,1,2
wind hair,adj,1,1,Praiseworthy,5,1,2
enlightened,adj,1,1,Praiseworthy,3,1,2
tenacious,adj,1,1,Praiseworthy,7,1,2
studious,adj,1,1,Praiseworthy,5,1,2
tacit agreement,adj,1,1,Praiseworthy,5,1,2
stand up,idiom,1,1,Praiseworthy,5,1,2
wenzong,noun,1,1,Praiseworthy,5,1,2
unparalleled,adj,1,1,Praiseworthy,9,1,2
chunliang,adj,1,1,Praiseworthy,5,1,2
great mercy,adj,1,1,Praiseworthy,9,1,2
geng jie,adj,1,1,Praiseworthy,3,1,2
allegiance,verb,1,1,Praiseworthy,5,1,2
pu hou,adj,1,1,Praiseworthy,5,1,2
skilled,adj,1,1,Praiseworthy,5,1,2
humble corporal,idiom,1,1,Praiseworthy,5,1,2
pili,noun,1,1,Praiseworthy,5,1,2
commendable,adj,1,1,Praiseworthy,5,1,2
pioneering spirit,noun,1,1,Praiseworthy,3,1,2
advanced,adj,1,1,Praiseworthy,5,1,2
specific,adj,1,1,Praiseworthy,3,0,1
powerful,adj,1,1,Praiseworthy,5,1,2
sunny,adj,1,1,Praiseworthy,3,1,2
complete,adj,1,1,Praiseworthy,5,1,2
payment,adj,1,1,Praiseworthy,1,1,2
heroes,noun,1,1,Praiseworthy,5,1,2
lift,verb,1,1,Praiseworthy,3,1,2
shui lingling,adj,1,1,Praiseworthy,5,1,2
factory reset,adj,1,1,Praiseworthy,7,1,2
purity,noun,1,1,Praiseworthy,5,1,2
unstoppable,adj,1,1,Praiseworthy,5,1,2
irritating,adj,1,1,Praiseworthy,7,1,2
neat,adj,1,1,Praiseworthy,5,1,2
angang,adj,1,1,Praiseworthy,3,1,2
return effect,verb,1,1,Praiseworthy,5,1,2
more beautiful,adj,1,1,Praiseworthy,3,1,2
plaintive,adj,1,1,Undesirable,5,0,1
wailing,verb,1,1,Undesirable,9,2,2
sore spot,noun,1,1,Undesirable,5,0,1
haggard,adj,1,1,Undesirable,5,0,1
june feishuang,idiom,1,1,Undesirable,9,0,1
aihong,noun,1,1,Undesirable,9,0,1
horrible,adj,1,1,Undesirable,3,0,1
cannibalize,verb,1,1,Blameworthy,3,2,2
aggression,verb,1,1,Blameworthy,3,2,2
hostile,verb,1,1,Blameworthy,7,0,1
scorn,verb,1,1,Blameworthy,7,2,2
vain attempt,verb,1,1,Blameworthy,3,2,2
roll eyes,noun,1,1,Blameworthy,5,2,2
hardhearted,adj,1,1,Blameworthy,5,2,2
long-standing enemy,idiom,1,1,Blameworthy,7,2,2
bad breath,idiom,1,1,Blameworthy,3,2,2
no news,adj,1,1,Undesirable,5,0,1
reservoir dogs,noun,1,1,Blameworthy,5,2,2
bad guy,noun,1,1,Blameworthy,5,2,2
rats,noun,1,1,Blameworthy,7,2,2
diehard,noun,1,1,Blameworthy,3,2,2
slanderous words,verb,1,1,Blameworthy,5,2,2
prostitute,noun,1,1,Blameworthy,5,2,2
heartless,adj,1,1,Blameworthy,3,2,2
glum,adj,1,1,Undesirable,5,2,2
privacy,noun,1,1,Undesirable,1,0,1
boring taste,adj,1,1,Undesirable,1,2,2
fever,adj,1,1,Undesirable,3,2,2
lame,adj,1,1,Blameworthy,1,2,2
mao gu,adj,1,1,Undesirable,1,0,1
imminent,adj,1,1,Undesirable,3,0,1
shelter,verb,1,1,Blameworthy,3,2,2
ulterior motives,idiom,1,1,Blameworthy,5,2,2
selfish desires,noun,1,1,Blameworthy,3,2,2
conspiracy,idiom,1,1,Blameworthy,9,2,2
big lie,idiom,1,1,Blameworthy,9,2,2
thrifty lover,idiom,1,1,Praiseworthy,5,1,2
unbelievable,idiom,1,1,Undesirable,3,0,1
dream bubble,idiom,1,1,Undesirable,5,2,2
swagger,idiom,1,1,Praiseworthy,5,1,2
taishan hongmao,idiom,1,1,Blameworthy,1,0,1
follow like,idiom,1,1,Praiseworthy,3,1,2
golden rule,idiom,1,1,Praiseworthy,5,1,2
reef shoals,idiom,1,1,Undesirable,7,2,2
back off,idiom,1,1,Blameworthy,3,2,2
hepu zhuhuan,idiom,1,1,Praiseworthy,5,1,2
xia yuyuren,idiom,1,1,Praiseworthy,5,1,2
intensive farming,idiom,1,1,Praiseworthy,5,1,2
change customs,idiom,1,1,Praiseworthy,5,1,2
greedy tongue,idiom,1,1,Blameworthy,7,2,2
unconstrained style,idiom,1,1,Praiseworthy,3,1,2
linfengguilong,idiom,1,1,Praiseworthy,7,1,2
nothing strange,idiom,1,1,Undesirable,5,0,1
jingshi penghu,idiom,1,1,Blameworthy,3,2,2
emperor xi,idiom,1,1,Desirable,5,0,1
disaster coming,idiom,1,1,Undesirable,3,2,2
dehou liuguang,idiom,1,1,Praiseworthy,7,1,2
wise quotes,idiom,1,1,Praiseworthy,7,1,2
speak solemnly,idiom,1,1,Praiseworthy,3,1,2
grandstanding,idiom,1,1,Blameworthy,7,2,2
whispering,idiom,1,1,Blameworthy,3,2,2
scripted,idiom,1,1,Blameworthy,5,2,2
understanding,idiom,1,1,Confirmed,3,1,2
game world,idiom,1,1,Blameworthy,3,2,2
family ruined,idiom,1,1,Undesirable,9,2,2
pimen boudoir,idiom,1,1,Undesirable,1,0,1
sip water,idiom,1,1,Undesirable,1,2,2
yiju wangmen,idiom,1,1,Blameworthy,5,2,2
hoarding,idiom,1,1,Blameworthy,5,2,2
housekeeper relegated,idiom,1,1,Blameworthy,5,2,2
half crazy,idiom,1,1,Blameworthy,3,2,2
grandiose,idiom,1,1,Blameworthy,3,2,2
never leave,idiom,1,1,Praiseworthy,3,1,2
deadlocked,idiom,1,1,Undesirable,3,2,2
endless harm,idiom,1,1,Blameworthy,7,2,2
climbing vines,idiom,1,1,Blameworthy,3,2,2
patchwork,idiom,1,1,Blameworthy,3,2,2
yuezu substitute,idiom,1,1,Blameworthy,7,2,2
gaoyang drunkard,idiom,1,1,Blameworthy,5,2,2
liujinshishi,idiom,1,1,Undesirable,5,0,1
bone-cutting cold,idiom,1,1,Undesirable,7,2,2
bustling resort,idiom,1,1,Praiseworthy,5,1,2
boundless romance,idiom,1,1,Desirable,9,1,2
consistently,idiom,1,1,Praiseworthy,5,1,2
bold ambition,idiom,1,1,Blameworthy,5,2,2
red tape,idiom,1,1,Blameworthy,5,2,2
plan everything,idiom,1,1,Praiseworthy,3,1,2
